country_fr,iso3c,year,week,deaths_total,deaths_covid,baseline,diff_totals,diff_totals_perc
Autriche,AUT,2016,1,1634,NA,1835,-201,-11
Autriche,AUT,2016,2,1626,NA,1879,-253,-13.5
Autriche,AUT,2016,3,1608,NA,1774,-166,-9.4
Autriche,AUT,2016,4,1578,NA,1736,-158,-9.1
Autriche,AUT,2016,5,1609,NA,1814,-205,-11.3
Autriche,AUT,2016,6,1650,NA,1814,-164,-9
Autriche,AUT,2016,7,1621,NA,1768,-147,-8.3
Autriche,AUT,2016,8,1581,NA,1772,-191,-10.8
Autriche,AUT,2016,9,1714,NA,1799,-85,-4.7
Autriche,AUT,2016,10,1532,NA,1730,-198,-11.4
Autriche,AUT,2016,11,1516,NA,1698,-182,-10.7
Autriche,AUT,2016,12,1499,NA,1574,-75,-4.8
Autriche,AUT,2016,13,1598,NA,1626,-28,-1.7
Autriche,AUT,2016,14,1562,NA,1581,-19,-1.2
Autriche,AUT,2016,15,1520,NA,1542,-22,-1.4
Autriche,AUT,2016,16,1413,NA,1501,-88,-5.9
Autriche,AUT,2016,17,1460,NA,1451,9,0.6
Autriche,AUT,2016,18,1447,NA,1468,-21,-1.4
Autriche,AUT,2016,19,1486,NA,1436,50,3.5
Autriche,AUT,2016,20,1453,NA,1464,-11,-0.8
Autriche,AUT,2016,21,1505,NA,1428,77,5.4
Autriche,AUT,2016,22,1402,NA,1442,-40,-2.8
Autriche,AUT,2016,23,1360,NA,1406,-46,-3.3
Autriche,AUT,2016,24,1348,NA,1429,-81,-5.7
Autriche,AUT,2016,25,1452,NA,1438,14,1
Autriche,AUT,2016,26,1338,NA,1406,-68,-4.8
Autriche,AUT,2016,27,1328,NA,1422,-94,-6.6
Autriche,AUT,2016,28,1323,NA,1353,-30,-2.2
Autriche,AUT,2016,29,1458,NA,1468,-10,-0.7
Autriche,AUT,2016,30,1424,NA,1453,-29,-2
Autriche,AUT,2016,31,1390,NA,1520,-130,-8.6
Autriche,AUT,2016,32,1359,NA,1408,-49,-3.5
Autriche,AUT,2016,33,1394,NA,1403,-9,-0.6
Autriche,AUT,2016,34,1408,NA,1448,-40,-2.8
Autriche,AUT,2016,35,1414,NA,1414,0,0
Autriche,AUT,2016,36,1380,NA,1374,6,0.4
Autriche,AUT,2016,37,1392,NA,1419,-27,-1.9
Autriche,AUT,2016,38,1376,NA,1414,-38,-2.7
Autriche,AUT,2016,39,1442,NA,1487,-45,-3
Autriche,AUT,2016,40,1469,NA,1514,-45,-3
Autriche,AUT,2016,41,1556,NA,1546,10,0.6
Autriche,AUT,2016,42,1607,NA,1511,96,6.4
Autriche,AUT,2016,43,1522,NA,1512,10,0.7
Autriche,AUT,2016,44,1484,NA,1533,-49,-3.2
Autriche,AUT,2016,45,1541,NA,1522,19,1.2
Autriche,AUT,2016,46,1616,NA,1559,57,3.7
Autriche,AUT,2016,47,1550,NA,1551,-1,-0.1
Autriche,AUT,2016,48,1601,NA,1561,40,2.6
Autriche,AUT,2016,49,1619,NA,1626,-7,-0.4
Autriche,AUT,2016,50,1670,NA,1629,41,2.5
Autriche,AUT,2016,51,1847,NA,1682,165,9.8
Autriche,AUT,2016,52,2160,NA,1783,377,21.1
Autriche,AUT,2017,1,2293,NA,1835,458,25
Autriche,AUT,2017,2,2340,NA,1879,461,24.5
Autriche,AUT,2017,3,2060,NA,1774,286,16.1
Autriche,AUT,2017,4,1938,NA,1736,202,11.6
Autriche,AUT,2017,5,2045,NA,1814,231,12.7
Autriche,AUT,2017,6,1874,NA,1814,60,3.3
Autriche,AUT,2017,7,1750,NA,1768,-18,-1
Autriche,AUT,2017,8,1807,NA,1772,35,2
Autriche,AUT,2017,9,1696,NA,1799,-103,-5.7
Autriche,AUT,2017,10,1614,NA,1730,-116,-6.7
Autriche,AUT,2017,11,1542,NA,1698,-156,-9.2
Autriche,AUT,2017,12,1535,NA,1574,-39,-2.5
Autriche,AUT,2017,13,1489,NA,1626,-137,-8.4
Autriche,AUT,2017,14,1537,NA,1581,-44,-2.8
Autriche,AUT,2017,15,1532,NA,1542,-10,-0.6
Autriche,AUT,2017,16,1475,NA,1501,-26,-1.7
Autriche,AUT,2017,17,1440,NA,1451,-11,-0.8
Autriche,AUT,2017,18,1527,NA,1468,59,4
Autriche,AUT,2017,19,1434,NA,1436,-2,-0.1
Autriche,AUT,2017,20,1501,NA,1464,37,2.5
Autriche,AUT,2017,21,1327,NA,1428,-101,-7.1
Autriche,AUT,2017,22,1456,NA,1442,14,1
Autriche,AUT,2017,23,1312,NA,1406,-94,-6.7
Autriche,AUT,2017,24,1421,NA,1429,-8,-0.6
Autriche,AUT,2017,25,1476,NA,1438,38,2.6
Autriche,AUT,2017,26,1419,NA,1406,13,0.9
Autriche,AUT,2017,27,1413,NA,1422,-9,-0.6
Autriche,AUT,2017,28,1346,NA,1353,-7,-0.5
Autriche,AUT,2017,29,1475,NA,1468,7,0.5
Autriche,AUT,2017,30,1375,NA,1453,-78,-5.4
Autriche,AUT,2017,31,1616,NA,1520,96,6.3
Autriche,AUT,2017,32,1334,NA,1408,-74,-5.3
Autriche,AUT,2017,33,1380,NA,1403,-23,-1.6
Autriche,AUT,2017,34,1472,NA,1448,24,1.7
Autriche,AUT,2017,35,1329,NA,1414,-85,-6
Autriche,AUT,2017,36,1318,NA,1374,-56,-4.1
Autriche,AUT,2017,37,1426,NA,1419,7,0.5
Autriche,AUT,2017,38,1407,NA,1414,-7,-0.5
Autriche,AUT,2017,39,1496,NA,1487,9,0.6
Autriche,AUT,2017,40,1481,NA,1514,-33,-2.2
Autriche,AUT,2017,41,1529,NA,1546,-17,-1.1
Autriche,AUT,2017,42,1453,NA,1511,-58,-3.8
Autriche,AUT,2017,43,1489,NA,1512,-23,-1.5
Autriche,AUT,2017,44,1551,NA,1533,18,1.2
Autriche,AUT,2017,45,1490,NA,1522,-32,-2.1
Autriche,AUT,2017,46,1505,NA,1559,-54,-3.5
Autriche,AUT,2017,47,1570,NA,1551,19,1.2
Autriche,AUT,2017,48,1531,NA,1561,-30,-1.9
Autriche,AUT,2017,49,1632,NA,1626,6,0.4
Autriche,AUT,2017,50,1554,NA,1629,-75,-4.6
Autriche,AUT,2017,51,1653,NA,1682,-29,-1.7
Autriche,AUT,2017,52,1646,NA,1783,-137,-7.7
Autriche,AUT,2018,1,1767,NA,1835,-68,-3.7
Autriche,AUT,2018,2,1842,NA,1879,-37,-2
Autriche,AUT,2018,3,1786,NA,1774,12,0.7
Autriche,AUT,2018,4,1714,NA,1736,-22,-1.3
Autriche,AUT,2018,5,1870,NA,1814,56,3.1
Autriche,AUT,2018,6,1938,NA,1814,124,6.8
Autriche,AUT,2018,7,1881,NA,1768,113,6.4
Autriche,AUT,2018,8,1951,NA,1772,179,10.1
Autriche,AUT,2018,9,2021,NA,1799,222,12.3
Autriche,AUT,2018,10,1965,NA,1730,235,13.6
Autriche,AUT,2018,11,1946,NA,1698,248,14.6
Autriche,AUT,2018,12,1641,NA,1574,67,4.3
Autriche,AUT,2018,13,1766,NA,1626,140,8.6
Autriche,AUT,2018,14,1617,NA,1581,36,2.3
Autriche,AUT,2018,15,1560,NA,1542,18,1.2
Autriche,AUT,2018,16,1557,NA,1501,56,3.7
Autriche,AUT,2018,17,1383,NA,1451,-68,-4.7
Autriche,AUT,2018,18,1434,NA,1468,-34,-2.3
Autriche,AUT,2018,19,1372,NA,1436,-64,-4.5
Autriche,AUT,2018,20,1342,NA,1464,-122,-8.3
Autriche,AUT,2018,21,1383,NA,1428,-45,-3.2
Autriche,AUT,2018,22,1415,NA,1442,-27,-1.9
Autriche,AUT,2018,23,1433,NA,1406,27,1.9
Autriche,AUT,2018,24,1392,NA,1429,-37,-2.6
Autriche,AUT,2018,25,1401,NA,1438,-37,-2.6
Autriche,AUT,2018,26,1414,NA,1406,8,0.6
Autriche,AUT,2018,27,1441,NA,1422,19,1.3
Autriche,AUT,2018,28,1404,NA,1353,51,3.8
Autriche,AUT,2018,29,1511,NA,1468,43,2.9
Autriche,AUT,2018,30,1455,NA,1453,2,0.1
Autriche,AUT,2018,31,1615,NA,1520,95,6.2
Autriche,AUT,2018,32,1532,NA,1408,124,8.8
Autriche,AUT,2018,33,1430,NA,1403,27,1.9
Autriche,AUT,2018,34,1460,NA,1448,12,0.8
Autriche,AUT,2018,35,1414,NA,1414,0,0
Autriche,AUT,2018,36,1376,NA,1374,2,0.1
Autriche,AUT,2018,37,1452,NA,1419,33,2.3
Autriche,AUT,2018,38,1421,NA,1414,7,0.5
Autriche,AUT,2018,39,1436,NA,1487,-51,-3.4
Autriche,AUT,2018,40,1553,NA,1514,39,2.6
Autriche,AUT,2018,41,1509,NA,1546,-37,-2.4
Autriche,AUT,2018,42,1488,NA,1511,-23,-1.5
Autriche,AUT,2018,43,1491,NA,1512,-21,-1.4
Autriche,AUT,2018,44,1561,NA,1533,28,1.8
Autriche,AUT,2018,45,1501,NA,1522,-21,-1.4
Autriche,AUT,2018,46,1556,NA,1559,-3,-0.2
Autriche,AUT,2018,47,1531,NA,1551,-20,-1.3
Autriche,AUT,2018,48,1525,NA,1561,-36,-2.3
Autriche,AUT,2018,49,1656,NA,1626,30,1.8
Autriche,AUT,2018,50,1626,NA,1629,-3,-0.2
Autriche,AUT,2018,51,1639,NA,1682,-43,-2.6
Autriche,AUT,2018,52,1689,NA,1783,-94,-5.3
Autriche,AUT,2019,1,1647,NA,1835,-188,-10.2
Autriche,AUT,2019,2,1709,NA,1879,-170,-9
Autriche,AUT,2019,3,1641,NA,1774,-133,-7.5
Autriche,AUT,2019,4,1713,NA,1736,-23,-1.3
Autriche,AUT,2019,5,1732,NA,1814,-82,-4.5
Autriche,AUT,2019,6,1796,NA,1814,-18,-1
Autriche,AUT,2019,7,1820,NA,1768,52,2.9
Autriche,AUT,2019,8,1751,NA,1772,-21,-1.2
Autriche,AUT,2019,9,1764,NA,1799,-35,-1.9
Autriche,AUT,2019,10,1811,NA,1730,81,4.7
Autriche,AUT,2019,11,1790,NA,1698,92,5.4
Autriche,AUT,2019,12,1619,NA,1574,45,2.9
Autriche,AUT,2019,13,1651,NA,1626,25,1.5
Autriche,AUT,2019,14,1607,NA,1581,26,1.6
Autriche,AUT,2019,15,1556,NA,1542,14,0.9
Autriche,AUT,2019,16,1558,NA,1501,57,3.8
Autriche,AUT,2019,17,1521,NA,1451,70,4.8
Autriche,AUT,2019,18,1462,NA,1468,-6,-0.4
Autriche,AUT,2019,19,1453,NA,1436,17,1.2
Autriche,AUT,2019,20,1558,NA,1464,94,6.4
Autriche,AUT,2019,21,1497,NA,1428,69,4.8
Autriche,AUT,2019,22,1495,NA,1442,53,3.7
Autriche,AUT,2019,23,1520,NA,1406,114,8.1
Autriche,AUT,2019,24,1554,NA,1429,125,8.7
Autriche,AUT,2019,25,1424,NA,1438,-14,-1
Autriche,AUT,2019,26,1454,NA,1406,48,3.4
Autriche,AUT,2019,27,1507,NA,1422,85,6
Autriche,AUT,2019,28,1338,NA,1353,-15,-1.1
Autriche,AUT,2019,29,1430,NA,1468,-38,-2.6
Autriche,AUT,2019,30,1557,NA,1453,104,7.2
Autriche,AUT,2019,31,1457,NA,1520,-63,-4.1
Autriche,AUT,2019,32,1406,NA,1408,-2,-0.1
Autriche,AUT,2019,33,1407,NA,1403,4,0.3
Autriche,AUT,2019,34,1453,NA,1448,5,0.3
Autriche,AUT,2019,35,1501,NA,1414,87,6.2
Autriche,AUT,2019,36,1423,NA,1374,49,3.6
Autriche,AUT,2019,37,1407,NA,1419,-12,-0.8
Autriche,AUT,2019,38,1452,NA,1414,38,2.7
Autriche,AUT,2019,39,1574,NA,1487,87,5.9
Autriche,AUT,2019,40,1555,NA,1514,41,2.7
Autriche,AUT,2019,41,1592,NA,1546,46,3
Autriche,AUT,2019,42,1497,NA,1511,-14,-0.9
Autriche,AUT,2019,43,1545,NA,1512,33,2.2
Autriche,AUT,2019,44,1536,NA,1533,3,0.2
Autriche,AUT,2019,45,1555,NA,1522,33,2.2
Autriche,AUT,2019,46,1558,NA,1559,-1,-0.1
Autriche,AUT,2019,47,1553,NA,1551,2,0.1
Autriche,AUT,2019,48,1586,NA,1561,25,1.6
Autriche,AUT,2019,49,1599,NA,1626,-27,-1.7
Autriche,AUT,2019,50,1667,NA,1629,38,2.3
Autriche,AUT,2019,51,1591,NA,1682,-91,-5.4
Autriche,AUT,2019,52,1636,NA,1783,-147,-8.2
Autriche,AUT,2020,1,1609,0,1835,-226,-12.3
Autriche,AUT,2020,2,1702,0,1879,-177,-9.4
Autriche,AUT,2020,3,1797,0,1774,23,1.3
Autriche,AUT,2020,4,1779,0,1736,43,2.5
Autriche,AUT,2020,5,1947,0,1814,133,7.3
Autriche,AUT,2020,6,1679,0,1814,-135,-7.4
Autriche,AUT,2020,7,1721,0,1768,-47,-2.7
Autriche,AUT,2020,8,1716,0,1772,-56,-3.2
Autriche,AUT,2020,9,1768,0,1799,-31,-1.7
Autriche,AUT,2020,10,1745,0,1730,15,0.9
Autriche,AUT,2020,11,1718,3,1698,20,1.2
Autriche,AUT,2020,12,1836,22,1574,262,16.6
Autriche,AUT,2020,13,1764,83,1626,138,8.5
Autriche,AUT,2020,14,1828,112,1581,247,15.6
Autriche,AUT,2020,15,1794,148,1542,252,16.3
Autriche,AUT,2020,16,1703,94,1501,202,13.5
Autriche,AUT,2020,17,1587,87,1451,136,9.4
Autriche,AUT,2020,18,1479,51,1468,11,0.7
Autriche,AUT,2020,19,1514,20,1436,78,5.4
Autriche,AUT,2020,20,1483,9,1464,19,1.3
Autriche,AUT,2020,21,1471,12,1428,43,3
Autriche,AUT,2020,22,1396,27,1442,-46,-3.2
Belgique,BEL,2016,1,2244,NA,2373,-129,-5.4
Belgique,BEL,2016,2,2234,NA,2408,-174,-7.2
Belgique,BEL,2016,3,2295,NA,2397,-102,-4.3
Belgique,BEL,2016,4,2263,NA,2400,-137,-5.7
Belgique,BEL,2016,5,2180,NA,2476,-296,-12
Belgique,BEL,2016,6,2127,NA,2429,-302,-12.4
Belgique,BEL,2016,7,2121,NA,2432,-311,-12.8
Belgique,BEL,2016,8,2230,NA,2416,-186,-7.7
Belgique,BEL,2016,9,2336,NA,2520,-184,-7.3
Belgique,BEL,2016,10,2264,NA,2452,-188,-7.7
Belgique,BEL,2016,11,2248,NA,2336,-88,-3.8
Belgique,BEL,2016,12,2364,NA,2308,56,2.4
Belgique,BEL,2016,13,2273,NA,2216,57,2.6
Belgique,BEL,2016,14,2080,NA,2109,-29,-1.4
Belgique,BEL,2016,15,2160,NA,2064,96,4.7
Belgique,BEL,2016,16,2049,NA,2026,23,1.1
Belgique,BEL,2016,17,1996,NA,2018,-22,-1.1
Belgique,BEL,2016,18,2087,NA,2014,73,3.6
Belgique,BEL,2016,19,2065,NA,2022,43,2.1
Belgique,BEL,2016,20,1926,NA,1982,-56,-2.8
Belgique,BEL,2016,21,1946,NA,1975,-29,-1.5
Belgique,BEL,2016,22,1885,NA,1938,-53,-2.7
Belgique,BEL,2016,23,1856,NA,1862,-6,-0.3
Belgique,BEL,2016,24,1851,NA,1825,26,1.4
Belgique,BEL,2016,25,1920,NA,1928,-8,-0.4
Belgique,BEL,2016,26,1846,NA,1899,-53,-2.8
Belgique,BEL,2016,27,1899,NA,1954,-55,-2.8
Belgique,BEL,2016,28,1933,NA,1850,83,4.5
Belgique,BEL,2016,29,2030,NA,1932,98,5.1
Belgique,BEL,2016,30,1917,NA,2060,-143,-6.9
Belgique,BEL,2016,31,1801,NA,1912,-111,-5.8
Belgique,BEL,2016,32,1788,NA,1845,-57,-3.1
Belgique,BEL,2016,33,1976,NA,1856,120,6.5
Belgique,BEL,2016,34,2120,NA,1938,182,9.4
Belgique,BEL,2016,35,1866,NA,1905,-39,-2
Belgique,BEL,2016,36,1835,NA,1866,-31,-1.7
Belgique,BEL,2016,37,1938,NA,1851,87,4.7
Belgique,BEL,2016,38,1769,NA,1892,-123,-6.5
Belgique,BEL,2016,39,1906,NA,1902,4,0.2
Belgique,BEL,2016,40,1904,NA,1968,-64,-3.3
Belgique,BEL,2016,41,2065,NA,2020,45,2.2
Belgique,BEL,2016,42,2041,NA,1992,49,2.5
Belgique,BEL,2016,43,2025,NA,1980,45,2.3
Belgique,BEL,2016,44,2088,NA,1956,132,6.7
Belgique,BEL,2016,45,2093,NA,2020,73,3.6
Belgique,BEL,2016,46,2177,NA,2072,105,5.1
Belgique,BEL,2016,47,2143,NA,2126,17,0.8
Belgique,BEL,2016,48,2191,NA,2125,66,3.1
Belgique,BEL,2016,49,2221,NA,2208,13,0.6
Belgique,BEL,2016,50,2221,NA,2248,-27,-1.2
Belgique,BEL,2016,51,2321,NA,2298,23,1
Belgique,BEL,2016,52,2418,NA,2293,125,5.5
Belgique,BEL,2017,1,2557,NA,2373,184,7.8
Belgique,BEL,2017,2,2735,NA,2408,327,13.6
Belgique,BEL,2017,3,2645,NA,2397,248,10.3
Belgique,BEL,2017,4,2691,NA,2400,291,12.1
Belgique,BEL,2017,5,2950,NA,2476,474,19.1
Belgique,BEL,2017,6,2691,NA,2429,262,10.8
Belgique,BEL,2017,7,2631,NA,2432,199,8.2
Belgique,BEL,2017,8,2389,NA,2416,-27,-1.1
Belgique,BEL,2017,9,2315,NA,2520,-205,-8.1
Belgique,BEL,2017,10,2138,NA,2452,-314,-12.8
Belgique,BEL,2017,11,2036,NA,2336,-300,-12.8
Belgique,BEL,2017,12,2106,NA,2308,-202,-8.8
Belgique,BEL,2017,13,2068,NA,2216,-148,-6.7
Belgique,BEL,2017,14,1969,NA,2109,-140,-6.6
Belgique,BEL,2017,15,1954,NA,2064,-110,-5.3
Belgique,BEL,2017,16,1917,NA,2026,-109,-5.4
Belgique,BEL,2017,17,2079,NA,2018,61,3
Belgique,BEL,2017,18,2091,NA,2014,77,3.8
Belgique,BEL,2017,19,2009,NA,2022,-13,-0.6
Belgique,BEL,2017,20,2110,NA,1982,128,6.5
Belgique,BEL,2017,21,2009,NA,1975,34,1.7
Belgique,BEL,2017,22,1981,NA,1938,43,2.2
Belgique,BEL,2017,23,1815,NA,1862,-47,-2.5
Belgique,BEL,2017,24,1868,NA,1825,43,2.4
Belgique,BEL,2017,25,2101,NA,1928,173,9
Belgique,BEL,2017,26,1821,NA,1899,-78,-4.1
Belgique,BEL,2017,27,1901,NA,1954,-53,-2.7
Belgique,BEL,2017,28,1847,NA,1850,-3,-0.2
Belgique,BEL,2017,29,1827,NA,1932,-105,-5.4
Belgique,BEL,2017,30,1897,NA,2060,-163,-7.9
Belgique,BEL,2017,31,1808,NA,1912,-104,-5.4
Belgique,BEL,2017,32,1826,NA,1845,-19,-1
Belgique,BEL,2017,33,1784,NA,1856,-72,-3.9
Belgique,BEL,2017,34,1951,NA,1938,13,0.7
Belgique,BEL,2017,35,1924,NA,1905,19,1
Belgique,BEL,2017,36,1883,NA,1866,17,0.9
Belgique,BEL,2017,37,1823,NA,1851,-28,-1.5
Belgique,BEL,2017,38,1908,NA,1892,16,0.8
Belgique,BEL,2017,39,1963,NA,1902,61,3.2
Belgique,BEL,2017,40,1955,NA,1968,-13,-0.7
Belgique,BEL,2017,41,2059,NA,2020,39,1.9
Belgique,BEL,2017,42,2007,NA,1992,15,0.8
Belgique,BEL,2017,43,1913,NA,1980,-67,-3.4
Belgique,BEL,2017,44,1892,NA,1956,-64,-3.3
Belgique,BEL,2017,45,1939,NA,2020,-81,-4
Belgique,BEL,2017,46,2078,NA,2072,6,0.3
Belgique,BEL,2017,47,2114,NA,2126,-12,-0.6
Belgique,BEL,2017,48,2080,NA,2125,-45,-2.1
Belgique,BEL,2017,49,2276,NA,2208,68,3.1
Belgique,BEL,2017,50,2325,NA,2248,77,3.4
Belgique,BEL,2017,51,2272,NA,2298,-26,-1.1
Belgique,BEL,2017,52,2350,NA,2293,57,2.5
Belgique,BEL,2018,1,2382,NA,2373,9,0.4
Belgique,BEL,2018,2,2317,NA,2408,-91,-3.8
Belgique,BEL,2018,3,2336,NA,2397,-61,-2.5
Belgique,BEL,2018,4,2253,NA,2400,-147,-6.1
Belgique,BEL,2018,5,2355,NA,2476,-121,-4.9
Belgique,BEL,2018,6,2353,NA,2429,-76,-3.1
Belgique,BEL,2018,7,2565,NA,2432,133,5.5
Belgique,BEL,2018,8,2628,NA,2416,212,8.8
Belgique,BEL,2018,9,3002,NA,2520,482,19.1
Belgique,BEL,2018,10,3016,NA,2452,564,23
Belgique,BEL,2018,11,2724,NA,2336,388,16.6
Belgique,BEL,2018,12,2594,NA,2308,286,12.4
Belgique,BEL,2018,13,2460,NA,2216,244,11
Belgique,BEL,2018,14,2203,NA,2109,94,4.5
Belgique,BEL,2018,15,2175,NA,2064,111,5.4
Belgique,BEL,2018,16,2044,NA,2026,18,0.9
Belgique,BEL,2018,17,1953,NA,2018,-65,-3.2
Belgique,BEL,2018,18,1867,NA,2014,-147,-7.3
Belgique,BEL,2018,19,1980,NA,2022,-42,-2.1
Belgique,BEL,2018,20,1860,NA,1982,-122,-6.2
Belgique,BEL,2018,21,1951,NA,1975,-24,-1.2
Belgique,BEL,2018,22,1953,NA,1938,15,0.8
Belgique,BEL,2018,23,1811,NA,1862,-51,-2.7
Belgique,BEL,2018,24,1734,NA,1825,-91,-5
Belgique,BEL,2018,25,1779,NA,1928,-149,-7.7
Belgique,BEL,2018,26,1950,NA,1899,51,2.7
Belgique,BEL,2018,27,2080,NA,1954,126,6.4
Belgique,BEL,2018,28,1833,NA,1850,-17,-0.9
Belgique,BEL,2018,29,1988,NA,1932,56,2.9
Belgique,BEL,2018,30,2107,NA,2060,47,2.3
Belgique,BEL,2018,31,2125,NA,1912,213,11.1
Belgique,BEL,2018,32,2000,NA,1845,155,8.4
Belgique,BEL,2018,33,1887,NA,1856,31,1.7
Belgique,BEL,2018,34,1824,NA,1938,-114,-5.9
Belgique,BEL,2018,35,1825,NA,1905,-80,-4.2
Belgique,BEL,2018,36,1909,NA,1866,43,2.3
Belgique,BEL,2018,37,1811,NA,1851,-40,-2.2
Belgique,BEL,2018,38,1970,NA,1892,78,4.1
Belgique,BEL,2018,39,1831,NA,1902,-71,-3.7
Belgique,BEL,2018,40,1965,NA,1968,-3,-0.2
Belgique,BEL,2018,41,2006,NA,2020,-14,-0.7
Belgique,BEL,2018,42,1957,NA,1992,-35,-1.8
Belgique,BEL,2018,43,1918,NA,1980,-62,-3.1
Belgique,BEL,2018,44,1907,NA,1956,-49,-2.5
Belgique,BEL,2018,45,2049,NA,2020,29,1.4
Belgique,BEL,2018,46,2017,NA,2072,-55,-2.7
Belgique,BEL,2018,47,2060,NA,2126,-66,-3.1
Belgique,BEL,2018,48,2107,NA,2125,-18,-0.8
Belgique,BEL,2018,49,2173,NA,2208,-35,-1.6
Belgique,BEL,2018,50,2233,NA,2248,-15,-0.7
Belgique,BEL,2018,51,2263,NA,2298,-35,-1.5
Belgique,BEL,2018,52,2251,NA,2293,-42,-1.8
Belgique,BEL,2019,1,2308,NA,2373,-65,-2.7
Belgique,BEL,2019,2,2347,NA,2408,-61,-2.5
Belgique,BEL,2019,3,2312,NA,2397,-85,-3.5
Belgique,BEL,2019,4,2395,NA,2400,-5,-0.2
Belgique,BEL,2019,5,2421,NA,2476,-55,-2.2
Belgique,BEL,2019,6,2544,NA,2429,115,4.7
Belgique,BEL,2019,7,2409,NA,2432,-23,-0.9
Belgique,BEL,2019,8,2418,NA,2416,2,0.1
Belgique,BEL,2019,9,2428,NA,2520,-92,-3.7
Belgique,BEL,2019,10,2389,NA,2452,-63,-2.6
Belgique,BEL,2019,11,2335,NA,2336,-1,-0
Belgique,BEL,2019,12,2167,NA,2308,-141,-6.1
Belgique,BEL,2019,13,2063,NA,2216,-153,-6.9
Belgique,BEL,2019,14,2183,NA,2109,74,3.5
Belgique,BEL,2019,15,1969,NA,2064,-95,-4.6
Belgique,BEL,2019,16,2095,NA,2026,69,3.4
Belgique,BEL,2019,17,2046,NA,2018,28,1.4
Belgique,BEL,2019,18,2011,NA,2014,-3,-0.1
Belgique,BEL,2019,19,2034,NA,2022,12,0.6
Belgique,BEL,2019,20,2034,NA,1982,52,2.6
Belgique,BEL,2019,21,1995,NA,1975,20,1
Belgique,BEL,2019,22,1933,NA,1938,-5,-0.3
Belgique,BEL,2019,23,1966,NA,1862,104,5.6
Belgique,BEL,2019,24,1847,NA,1825,22,1.2
Belgique,BEL,2019,25,1913,NA,1928,-15,-0.8
Belgique,BEL,2019,26,1980,NA,1899,81,4.3
Belgique,BEL,2019,27,1935,NA,1954,-19,-1
Belgique,BEL,2019,28,1788,NA,1850,-62,-3.4
Belgique,BEL,2019,29,1882,NA,1932,-50,-2.6
Belgique,BEL,2019,30,2318,NA,2060,258,12.5
Belgique,BEL,2019,31,1916,NA,1912,4,0.2
Belgique,BEL,2019,32,1766,NA,1845,-79,-4.3
Belgique,BEL,2019,33,1777,NA,1856,-79,-4.3
Belgique,BEL,2019,34,1859,NA,1938,-79,-4.1
Belgique,BEL,2019,35,2006,NA,1905,101,5.3
Belgique,BEL,2019,36,1838,NA,1866,-28,-1.5
Belgique,BEL,2019,37,1833,NA,1851,-18,-1
Belgique,BEL,2019,38,1923,NA,1892,31,1.6
Belgique,BEL,2019,39,1906,NA,1902,4,0.2
Belgique,BEL,2019,40,2048,NA,1968,80,4.1
Belgique,BEL,2019,41,1951,NA,2020,-69,-3.4
Belgique,BEL,2019,42,1961,NA,1992,-31,-1.6
Belgique,BEL,2019,43,2065,NA,1980,85,4.3
Belgique,BEL,2019,44,1935,NA,1956,-21,-1.1
Belgique,BEL,2019,45,2001,NA,2020,-19,-0.9
Belgique,BEL,2019,46,2014,NA,2072,-58,-2.8
Belgique,BEL,2019,47,2187,NA,2126,61,2.9
Belgique,BEL,2019,48,2122,NA,2125,-3,-0.1
Belgique,BEL,2019,49,2161,NA,2208,-47,-2.1
Belgique,BEL,2019,50,2213,NA,2248,-35,-1.6
Belgique,BEL,2019,51,2337,NA,2298,39,1.7
Belgique,BEL,2019,52,2152,NA,2293,-141,-6.1
Belgique,BEL,2020,1,2225,0,2373,-148,-6.2
Belgique,BEL,2020,2,2380,0,2408,-28,-1.2
Belgique,BEL,2020,3,2303,0,2397,-94,-3.9
Belgique,BEL,2020,4,2191,0,2400,-209,-8.7
Belgique,BEL,2020,5,2354,0,2476,-122,-4.9
Belgique,BEL,2020,6,2161,0,2429,-268,-11
Belgique,BEL,2020,7,2298,0,2432,-134,-5.5
Belgique,BEL,2020,8,2289,0,2416,-127,-5.3
Belgique,BEL,2020,9,2232,0,2520,-288,-11.4
Belgique,BEL,2020,10,2204,0,2452,-248,-10.1
Belgique,BEL,2020,11,2217,5,2336,-119,-5.1
Belgique,BEL,2020,12,2545,83,2308,237,10.3
Belgique,BEL,2020,13,3177,425,2216,961,43.4
Belgique,BEL,2020,14,4018,1119,2109,1909,90.5
Belgique,BEL,2020,15,4276,2271,2064,2212,107.2
Belgique,BEL,2020,16,3695,1925,2026,1669,82.4
Belgique,BEL,2020,17,3023,1379,2018,1005,49.8
Belgique,BEL,2020,18,2404,717,2014,390,19.4
Belgique,BEL,2020,19,2375,783,2022,353,17.5
Belgique,BEL,2020,20,2031,373,1982,49,2.5
Belgique,BEL,2020,21,2054,232,1975,79,4
Belgique,BEL,2020,22,1952,174,1938,14,0.7
Belgique,BEL,2020,23,1764,123,1862,-98,-5.3
Bulgarie,BGR,2016,1,2445,NA,2605,-160,-6.1
Bulgarie,BGR,2016,2,2281,NA,2590,-309,-11.9
Bulgarie,BGR,2016,3,2276,NA,2555,-279,-10.9
Bulgarie,BGR,2016,4,2367,NA,2550,-183,-7.2
Bulgarie,BGR,2016,5,2304,NA,2492,-188,-7.5
Bulgarie,BGR,2016,6,2225,NA,2318,-93,-4
