country_fr,iso3c,year,week,deaths_total,deaths_covid,avg2016_19,diff2016_19p
République tchèque,CZE,2016,24,1915,NA,1975,-3
République tchèque,CZE,2016,25,1993,NA,1995,-0.1
République tchèque,CZE,2016,25,1993,NA,1995,-0.1
République tchèque,CZE,2016,26,1970,NA,1979,-0.5
République tchèque,CZE,2016,26,1970,NA,1979,-0.5
République tchèque,CZE,2016,27,1886,NA,1966,-4.1
République tchèque,CZE,2016,27,1886,NA,1966,-4.1
République tchèque,CZE,2016,28,1918,NA,1950,-1.6
République tchèque,CZE,2016,28,1918,NA,1950,-1.6
République tchèque,CZE,2016,29,1981,NA,2006,-1.2
République tchèque,CZE,2016,29,1981,NA,2006,-1.2
République tchèque,CZE,2016,30,1942,NA,2009,-3.3
République tchèque,CZE,2016,30,1942,NA,2009,-3.3
République tchèque,CZE,2016,31,1827,NA,2073,-11.9
République tchèque,CZE,2016,31,1827,NA,2073,-11.9
République tchèque,CZE,2016,32,1839,NA,1986,-7.4
République tchèque,CZE,2016,32,1839,NA,1986,-7.4
République tchèque,CZE,2016,33,1949,NA,1940,0.5
République tchèque,CZE,2016,33,1949,NA,1940,0.5
République tchèque,CZE,2016,34,2043,NA,1999,2.2
République tchèque,CZE,2016,34,2043,NA,1999,2.2
République tchèque,CZE,2016,35,1918,NA,1955,-1.9
République tchèque,CZE,2016,35,1918,NA,1955,-1.9
République tchèque,CZE,2016,36,1980,NA,1950,1.5
République tchèque,CZE,2016,36,1980,NA,1950,1.5
République tchèque,CZE,2016,37,1930,NA,1970,-2
République tchèque,CZE,2016,37,1930,NA,1970,-2
République tchèque,CZE,2016,38,1834,NA,1994,-8
République tchèque,CZE,2016,38,1834,NA,1994,-8
République tchèque,CZE,2016,39,1988,NA,2044,-2.7
République tchèque,CZE,2016,39,1988,NA,2044,-2.7
République tchèque,CZE,2016,40,1991,NA,2126,-6.3
République tchèque,CZE,2016,40,1991,NA,2126,-6.3
République tchèque,CZE,2016,41,2083,NA,2128,-2.1
République tchèque,CZE,2016,41,2083,NA,2128,-2.1
République tchèque,CZE,2016,42,2142,NA,2071,3.4
République tchèque,CZE,2016,42,2142,NA,2071,3.4
République tchèque,CZE,2016,43,2035,NA,2075,-1.9
République tchèque,CZE,2016,43,2035,NA,2075,-1.9
République tchèque,CZE,2016,44,1997,NA,2066,-3.3
République tchèque,CZE,2016,44,1997,NA,2066,-3.3
République tchèque,CZE,2016,45,1968,NA,2041,-3.6
République tchèque,CZE,2016,45,1968,NA,2041,-3.6
République tchèque,CZE,2016,46,2134,NA,2103,1.5
République tchèque,CZE,2016,46,2134,NA,2103,1.5
République tchèque,CZE,2016,47,2084,NA,2117,-1.6
République tchèque,CZE,2016,47,2084,NA,2117,-1.6
République tchèque,CZE,2016,48,2125,NA,2118,0.3
République tchèque,CZE,2016,48,2125,NA,2118,0.3
République tchèque,CZE,2016,49,2200,NA,2144,2.6
République tchèque,CZE,2016,49,2200,NA,2144,2.6
République tchèque,CZE,2016,50,2204,NA,2188,0.7
République tchèque,CZE,2016,50,2204,NA,2188,0.7
République tchèque,CZE,2016,51,2435,NA,2276,7
République tchèque,CZE,2016,51,2435,NA,2276,7
République tchèque,CZE,2016,52,2620,NA,2303,13.8
République tchèque,CZE,2016,52,2620,NA,2303,13.8
République tchèque,CZE,2017,1,2763,NA,2362,17
République tchèque,CZE,2017,1,2763,NA,2362,17
République tchèque,CZE,2017,2,2811,NA,2320,21.2
République tchèque,CZE,2017,2,2811,NA,2320,21.2
République tchèque,CZE,2017,3,2833,NA,2387,18.7
République tchèque,CZE,2017,3,2833,NA,2387,18.7
République tchèque,CZE,2017,4,2761,NA,2358,17.1
République tchèque,CZE,2017,4,2761,NA,2358,17.1
République tchèque,CZE,2017,5,2598,NA,2362,10
République tchèque,CZE,2017,5,2598,NA,2362,10
République tchèque,CZE,2017,6,2640,NA,2434,8.5
République tchèque,CZE,2017,6,2640,NA,2434,8.5
République tchèque,CZE,2017,7,2492,NA,2441,2.1
République tchèque,CZE,2017,7,2492,NA,2441,2.1
République tchèque,CZE,2017,8,2357,NA,2455,-4
République tchèque,CZE,2017,8,2357,NA,2455,-4
République tchèque,CZE,2017,9,2353,NA,2430,-3.2
République tchèque,CZE,2017,9,2353,NA,2430,-3.2
République tchèque,CZE,2017,10,2225,NA,2424,-8.2
République tchèque,CZE,2017,10,2225,NA,2424,-8.2
République tchèque,CZE,2017,11,2164,NA,2341,-7.6
République tchèque,CZE,2017,11,2164,NA,2341,-7.6
République tchèque,CZE,2017,12,2103,NA,2264,-7.1
République tchèque,CZE,2017,12,2103,NA,2264,-7.1
République tchèque,CZE,2017,13,2075,NA,2193,-5.4
République tchèque,CZE,2017,13,2075,NA,2193,-5.4
République tchèque,CZE,2017,14,2069,NA,2150,-3.8
République tchèque,CZE,2017,14,2069,NA,2150,-3.8
République tchèque,CZE,2017,15,1994,NA,2118,-5.9
République tchèque,CZE,2017,15,1994,NA,2118,-5.9
République tchèque,CZE,2017,16,2043,NA,2037,0.3
République tchèque,CZE,2017,16,2043,NA,2037,0.3
République tchèque,CZE,2017,17,2051,NA,2090,-1.9
République tchèque,CZE,2017,17,2051,NA,2090,-1.9
République tchèque,CZE,2017,18,2041,NA,2024,0.8
République tchèque,CZE,2017,18,2041,NA,2024,0.8
République tchèque,CZE,2017,19,2074,NA,2032,2.1
République tchèque,CZE,2017,19,2074,NA,2032,2.1
République tchèque,CZE,2017,20,1974,NA,1981,-0.4
République tchèque,CZE,2017,20,1974,NA,1981,-0.4
République tchèque,CZE,2017,21,1932,NA,1985,-2.7
République tchèque,CZE,2017,21,1932,NA,1985,-2.7
République tchèque,CZE,2017,22,2033,NA,2041,-0.4
République tchèque,CZE,2017,22,2033,NA,2041,-0.4
République tchèque,CZE,2017,23,1836,NA,1947,-5.7
République tchèque,CZE,2017,23,1836,NA,1947,-5.7
République tchèque,CZE,2017,24,1978,NA,1975,0.2
République tchèque,CZE,2017,24,1978,NA,1975,0.2
République tchèque,CZE,2017,25,2042,NA,1995,2.4
République tchèque,CZE,2017,25,2042,NA,1995,2.4
République tchèque,CZE,2017,26,1939,NA,1979,-2
République tchèque,CZE,2017,26,1939,NA,1979,-2
République tchèque,CZE,2017,27,1953,NA,1966,-0.7
République tchèque,CZE,2017,27,1953,NA,1966,-0.7
République tchèque,CZE,2017,28,1886,NA,1950,-3.3
République tchèque,CZE,2017,28,1886,NA,1950,-3.3
République tchèque,CZE,2017,29,1972,NA,2006,-1.7
République tchèque,CZE,2017,29,1972,NA,2006,-1.7
République tchèque,CZE,2017,30,1770,NA,2009,-11.9
République tchèque,CZE,2017,30,1770,NA,2009,-11.9
République tchèque,CZE,2017,31,2077,NA,2073,0.2
République tchèque,CZE,2017,31,2077,NA,2073,0.2
République tchèque,CZE,2017,32,1959,NA,1986,-1.4
République tchèque,CZE,2017,32,1959,NA,1986,-1.4
République tchèque,CZE,2017,33,1861,NA,1940,-4.1
République tchèque,CZE,2017,33,1861,NA,1940,-4.1
République tchèque,CZE,2017,34,1939,NA,1999,-3
République tchèque,CZE,2017,34,1939,NA,1999,-3
République tchèque,CZE,2017,35,1848,NA,1955,-5.5
République tchèque,CZE,2017,35,1848,NA,1955,-5.5
République tchèque,CZE,2017,36,1920,NA,1950,-1.5
République tchèque,CZE,2017,36,1920,NA,1950,-1.5
République tchèque,CZE,2017,37,1991,NA,1970,1.1
République tchèque,CZE,2017,37,1991,NA,1970,1.1
République tchèque,CZE,2017,38,2058,NA,1994,3.2
République tchèque,CZE,2017,38,2058,NA,1994,3.2
République tchèque,CZE,2017,39,2125,NA,2044,4
République tchèque,CZE,2017,39,2125,NA,2044,4
République tchèque,CZE,2017,40,2235,NA,2126,5.1
République tchèque,CZE,2017,40,2235,NA,2126,5.1
République tchèque,CZE,2017,41,2156,NA,2128,1.3
République tchèque,CZE,2017,41,2156,NA,2128,1.3
République tchèque,CZE,2017,42,2029,NA,2071,-2
République tchèque,CZE,2017,42,2029,NA,2071,-2
République tchèque,CZE,2017,43,2101,NA,2075,1.3
République tchèque,CZE,2017,43,2101,NA,2075,1.3
République tchèque,CZE,2017,44,2053,NA,2066,-0.6
République tchèque,CZE,2017,44,2053,NA,2066,-0.6
République tchèque,CZE,2017,45,2040,NA,2041,-0
République tchèque,CZE,2017,45,2040,NA,2041,-0
République tchèque,CZE,2017,46,2057,NA,2103,-2.2
République tchèque,CZE,2017,46,2057,NA,2103,-2.2
République tchèque,CZE,2017,47,2071,NA,2117,-2.2
République tchèque,CZE,2017,47,2071,NA,2117,-2.2
République tchèque,CZE,2017,48,2116,NA,2118,-0.1
République tchèque,CZE,2017,48,2116,NA,2118,-0.1
République tchèque,CZE,2017,49,2102,NA,2144,-2
République tchèque,CZE,2017,49,2102,NA,2144,-2
République tchèque,CZE,2017,50,2187,NA,2188,-0
République tchèque,CZE,2017,50,2187,NA,2188,-0
République tchèque,CZE,2017,51,2119,NA,2276,-6.9
République tchèque,CZE,2017,51,2119,NA,2276,-6.9
République tchèque,CZE,2017,52,2201,NA,2303,-4.4
République tchèque,CZE,2017,52,2201,NA,2303,-4.4
République tchèque,CZE,2018,1,2143,NA,2362,-9.3
République tchèque,CZE,2018,1,2143,NA,2362,-9.3
République tchèque,CZE,2018,2,2126,NA,2320,-8.4
République tchèque,CZE,2018,2,2126,NA,2320,-8.4
République tchèque,CZE,2018,3,2230,NA,2387,-6.6
République tchèque,CZE,2018,3,2230,NA,2387,-6.6
République tchèque,CZE,2018,4,2190,NA,2358,-7.1
République tchèque,CZE,2018,4,2190,NA,2358,-7.1
République tchèque,CZE,2018,5,2216,NA,2362,-6.2
République tchèque,CZE,2018,5,2216,NA,2362,-6.2
République tchèque,CZE,2018,6,2404,NA,2434,-1.2
République tchèque,CZE,2018,6,2404,NA,2434,-1.2
République tchèque,CZE,2018,7,2602,NA,2441,6.6
République tchèque,CZE,2018,7,2602,NA,2441,6.6
République tchèque,CZE,2018,8,2754,NA,2455,12.2
République tchèque,CZE,2018,8,2754,NA,2455,12.2
République tchèque,CZE,2018,9,2819,NA,2430,16
République tchèque,CZE,2018,9,2819,NA,2430,16
République tchèque,CZE,2018,10,2994,NA,2424,23.5
République tchèque,CZE,2018,10,2994,NA,2424,23.5
République tchèque,CZE,2018,11,2782,NA,2341,18.8
République tchèque,CZE,2018,11,2782,NA,2341,18.8
République tchèque,CZE,2018,12,2607,NA,2264,15.2
République tchèque,CZE,2018,12,2607,NA,2264,15.2
République tchèque,CZE,2018,13,2383,NA,2193,8.7
République tchèque,CZE,2018,13,2383,NA,2193,8.7
République tchèque,CZE,2018,14,2262,NA,2150,5.2
République tchèque,CZE,2018,14,2262,NA,2150,5.2
République tchèque,CZE,2018,15,2257,NA,2118,6.6
République tchèque,CZE,2018,15,2257,NA,2118,6.6
République tchèque,CZE,2018,16,2061,NA,2037,1.2
République tchèque,CZE,2018,16,2061,NA,2037,1.2
République tchèque,CZE,2018,17,2090,NA,2090,0
République tchèque,CZE,2018,17,2090,NA,2090,0
République tchèque,CZE,2018,18,2022,NA,2024,-0.1
République tchèque,CZE,2018,18,2022,NA,2024,-0.1
République tchèque,CZE,2018,19,1958,NA,2032,-3.6
République tchèque,CZE,2018,19,1958,NA,2032,-3.6
République tchèque,CZE,2018,20,1962,NA,1981,-1
République tchèque,CZE,2018,20,1962,NA,1981,-1
République tchèque,CZE,2018,21,2013,NA,1985,1.4
République tchèque,CZE,2018,21,2013,NA,1985,1.4
République tchèque,CZE,2018,22,1995,NA,2041,-2.3
République tchèque,CZE,2018,22,1995,NA,2041,-2.3
République tchèque,CZE,2018,23,2038,NA,1947,4.7
République tchèque,CZE,2018,23,2038,NA,1947,4.7
République tchèque,CZE,2018,24,1863,NA,1975,-5.7
République tchèque,CZE,2018,24,1863,NA,1975,-5.7
République tchèque,CZE,2018,25,1964,NA,1995,-1.6
République tchèque,CZE,2018,25,1964,NA,1995,-1.6
République tchèque,CZE,2018,26,1940,NA,1979,-2
République tchèque,CZE,2018,26,1940,NA,1979,-2
République tchèque,CZE,2018,27,1979,NA,1966,0.7
République tchèque,CZE,2018,27,1979,NA,1966,0.7
République tchèque,CZE,2018,28,2041,NA,1950,4.7
République tchèque,CZE,2018,28,2041,NA,1950,4.7
République tchèque,CZE,2018,29,2039,NA,2006,1.6
République tchèque,CZE,2018,29,2039,NA,2006,1.6
République tchèque,CZE,2018,30,2153,NA,2009,7.2
République tchèque,CZE,2018,30,2153,NA,2009,7.2
République tchèque,CZE,2018,31,2379,NA,2073,14.8
République tchèque,CZE,2018,31,2379,NA,2073,14.8
République tchèque,CZE,2018,32,2118,NA,1986,6.6
République tchèque,CZE,2018,32,2118,NA,1986,6.6
République tchèque,CZE,2018,33,1923,NA,1940,-0.9
République tchèque,CZE,2018,33,1923,NA,1940,-0.9
République tchèque,CZE,2018,34,2004,NA,1999,0.3
République tchèque,CZE,2018,34,2004,NA,1999,0.3
République tchèque,CZE,2018,35,1902,NA,1955,-2.7
République tchèque,CZE,2018,35,1902,NA,1955,-2.7
République tchèque,CZE,2018,36,1979,NA,1950,1.5
République tchèque,CZE,2018,36,1979,NA,1950,1.5
République tchèque,CZE,2018,37,2014,NA,1970,2.2
République tchèque,CZE,2018,37,2014,NA,1970,2.2
République tchèque,CZE,2018,38,2056,NA,1994,3.1
République tchèque,CZE,2018,38,2056,NA,1994,3.1
République tchèque,CZE,2018,39,1906,NA,2044,-6.8
République tchèque,CZE,2018,39,1906,NA,2044,-6.8
République tchèque,CZE,2018,40,2123,NA,2126,-0.1
République tchèque,CZE,2018,40,2123,NA,2126,-0.1
République tchèque,CZE,2018,41,2076,NA,2128,-2.4
République tchèque,CZE,2018,41,2076,NA,2128,-2.4
République tchèque,CZE,2018,42,2014,NA,2071,-2.8
République tchèque,CZE,2018,42,2014,NA,2071,-2.8
République tchèque,CZE,2018,43,2024,NA,2075,-2.5
République tchèque,CZE,2018,43,2024,NA,2075,-2.5
République tchèque,CZE,2018,44,2148,NA,2066,4
République tchèque,CZE,2018,44,2148,NA,2066,4
République tchèque,CZE,2018,45,2046,NA,2041,0.2
République tchèque,CZE,2018,45,2046,NA,2041,0.2
République tchèque,CZE,2018,46,1991,NA,2103,-5.3
République tchèque,CZE,2018,46,1991,NA,2103,-5.3
République tchèque,CZE,2018,47,2141,NA,2117,1.1
République tchèque,CZE,2018,47,2141,NA,2117,1.1
République tchèque,CZE,2018,48,2095,NA,2118,-1.1
République tchèque,CZE,2018,48,2095,NA,2118,-1.1
République tchèque,CZE,2018,49,2194,NA,2144,2.3
République tchèque,CZE,2018,49,2194,NA,2144,2.3
République tchèque,CZE,2018,50,2136,NA,2188,-2.4
République tchèque,CZE,2018,50,2136,NA,2188,-2.4
République tchèque,CZE,2018,51,2303,NA,2276,1.2
République tchèque,CZE,2018,51,2303,NA,2276,1.2
République tchèque,CZE,2018,52,2145,NA,2303,-6.9
République tchèque,CZE,2018,52,2145,NA,2303,-6.9
République tchèque,CZE,2019,1,2321,NA,2362,-1.7
République tchèque,CZE,2019,1,2321,NA,2362,-1.7
République tchèque,CZE,2019,2,2290,NA,2320,-1.3
République tchèque,CZE,2019,2,2290,NA,2320,-1.3
République tchèque,CZE,2019,3,2311,NA,2387,-3.2
République tchèque,CZE,2019,3,2311,NA,2387,-3.2
République tchèque,CZE,2019,4,2365,NA,2358,0.3
République tchèque,CZE,2019,4,2365,NA,2358,0.3
République tchèque,CZE,2019,5,2497,NA,2362,5.7
République tchèque,CZE,2019,5,2497,NA,2362,5.7
République tchèque,CZE,2019,6,2445,NA,2434,0.5
République tchèque,CZE,2019,6,2445,NA,2434,0.5
République tchèque,CZE,2019,7,2509,NA,2441,2.8
République tchèque,CZE,2019,7,2509,NA,2441,2.8
République tchèque,CZE,2019,8,2496,NA,2455,1.7
République tchèque,CZE,2019,8,2496,NA,2455,1.7
République tchèque,CZE,2019,9,2313,NA,2430,-4.8
République tchèque,CZE,2019,9,2313,NA,2430,-4.8
République tchèque,CZE,2019,10,2383,NA,2424,-1.7
République tchèque,CZE,2019,10,2383,NA,2424,-1.7
République tchèque,CZE,2019,11,2262,NA,2341,-3.4
République tchèque,CZE,2019,11,2262,NA,2341,-3.4
République tchèque,CZE,2019,12,2198,NA,2264,-2.9
République tchèque,CZE,2019,12,2198,NA,2264,-2.9
République tchèque,CZE,2019,13,2124,NA,2193,-3.1
République tchèque,CZE,2019,13,2124,NA,2193,-3.1
République tchèque,CZE,2019,14,2131,NA,2150,-0.9
République tchèque,CZE,2019,14,2131,NA,2150,-0.9
République tchèque,CZE,2019,15,2145,NA,2118,1.3
République tchèque,CZE,2019,15,2145,NA,2118,1.3
République tchèque,CZE,2019,16,2094,NA,2037,2.8
République tchèque,CZE,2019,16,2094,NA,2037,2.8
République tchèque,CZE,2019,17,2103,NA,2090,0.6
République tchèque,CZE,2019,17,2103,NA,2090,0.6
République tchèque,CZE,2019,18,2051,NA,2024,1.3
République tchèque,CZE,2019,18,2051,NA,2024,1.3
République tchèque,CZE,2019,19,2093,NA,2032,3
République tchèque,CZE,2019,19,2093,NA,2032,3
République tchèque,CZE,2019,20,2025,NA,1981,2.2
République tchèque,CZE,2019,20,2025,NA,1981,2.2
République tchèque,CZE,2019,21,1995,NA,1985,0.5
République tchèque,CZE,2019,21,1995,NA,1985,0.5
République tchèque,CZE,2019,22,2093,NA,2041,2.5
République tchèque,CZE,2019,22,2093,NA,2041,2.5
République tchèque,CZE,2019,23,2020,NA,1947,3.7
République tchèque,CZE,2019,23,2020,NA,1947,3.7
République tchèque,CZE,2019,24,2145,NA,1975,8.6
République tchèque,CZE,2019,24,2145,NA,1975,8.6
République tchèque,CZE,2019,25,1980,NA,1995,-0.8
République tchèque,CZE,2019,25,1980,NA,1995,-0.8
République tchèque,CZE,2019,26,2067,NA,1979,4.4
République tchèque,CZE,2019,26,2067,NA,1979,4.4
République tchèque,CZE,2019,27,2046,NA,1966,4.1
République tchèque,CZE,2019,27,2046,NA,1966,4.1
République tchèque,CZE,2019,28,1956,NA,1950,0.3
République tchèque,CZE,2019,28,1956,NA,1950,0.3
République tchèque,CZE,2019,29,2034,NA,2006,1.4
République tchèque,CZE,2019,29,2034,NA,2006,1.4
République tchèque,CZE,2019,30,2171,NA,2009,8.1
République tchèque,CZE,2019,30,2171,NA,2009,8.1
République tchèque,CZE,2019,31,2010,NA,2073,-3
République tchèque,CZE,2019,31,2010,NA,2073,-3
République tchèque,CZE,2019,32,2027,NA,1986,2.1
République tchèque,CZE,2019,32,2027,NA,1986,2.1
République tchèque,CZE,2019,33,2026,NA,1940,4.4
République tchèque,CZE,2019,33,2026,NA,1940,4.4
République tchèque,CZE,2019,34,2011,NA,1999,0.6
République tchèque,CZE,2019,34,2011,NA,1999,0.6
République tchèque,CZE,2019,35,2151,NA,1955,10
République tchèque,CZE,2019,35,2151,NA,1955,10
République tchèque,CZE,2019,36,1922,NA,1950,-1.4
République tchèque,CZE,2019,36,1922,NA,1950,-1.4
République tchèque,CZE,2019,37,1944,NA,1970,-1.3
République tchèque,CZE,2019,37,1944,NA,1970,-1.3
République tchèque,CZE,2019,38,2030,NA,1994,1.8
République tchèque,CZE,2019,38,2030,NA,1994,1.8
République tchèque,CZE,2019,39,2157,NA,2044,5.5
République tchèque,CZE,2019,39,2157,NA,2044,5.5
République tchèque,CZE,2019,40,2153,NA,2126,1.3
République tchèque,CZE,2019,40,2153,NA,2126,1.3
République tchèque,CZE,2019,41,2197,NA,2128,3.2
République tchèque,CZE,2019,41,2197,NA,2128,3.2
République tchèque,CZE,2019,42,2099,NA,2071,1.4
République tchèque,CZE,2019,42,2099,NA,2071,1.4
République tchèque,CZE,2019,43,2139,NA,2075,3.1
République tchèque,CZE,2019,43,2139,NA,2075,3.1
République tchèque,CZE,2019,44,2066,NA,2066,0
République tchèque,CZE,2019,44,2066,NA,2066,0
République tchèque,CZE,2019,45,2110,NA,2041,3.4
République tchèque,CZE,2019,45,2110,NA,2041,3.4
République tchèque,CZE,2019,46,2231,NA,2103,6.1
République tchèque,CZE,2019,46,2231,NA,2103,6.1
République tchèque,CZE,2019,47,2173,NA,2117,2.6
République tchèque,CZE,2019,47,2173,NA,2117,2.6
République tchèque,CZE,2019,48,2134,NA,2118,0.8
République tchèque,CZE,2019,48,2134,NA,2118,0.8
République tchèque,CZE,2019,49,2078,NA,2144,-3.1
République tchèque,CZE,2019,49,2078,NA,2144,-3.1
République tchèque,CZE,2019,50,2226,NA,2188,1.7
République tchèque,CZE,2019,50,2226,NA,2188,1.7
République tchèque,CZE,2019,51,2248,NA,2276,-1.2
République tchèque,CZE,2019,51,2248,NA,2276,-1.2
République tchèque,CZE,2019,52,2245,NA,2303,-2.5
République tchèque,CZE,2019,52,2245,NA,2303,-2.5
République tchèque,CZE,2020,1,2299,0,2362,-2.7
République tchèque,CZE,2020,1,2299,0,2362,-2.7
République tchèque,CZE,2020,2,2304,0,2320,-0.7
République tchèque,CZE,2020,2,2304,0,2320,-0.7
République tchèque,CZE,2020,3,2230,0,2387,-6.6
République tchèque,CZE,2020,3,2230,0,2387,-6.6
République tchèque,CZE,2020,4,2321,0,2358,-1.6
République tchèque,CZE,2020,4,2321,0,2358,-1.6
République tchèque,CZE,2020,5,2350,0,2362,-0.5
République tchèque,CZE,2020,5,2350,0,2362,-0.5
République tchèque,CZE,2020,6,2340,0,2434,-3.9
République tchèque,CZE,2020,6,2340,0,2434,-3.9
République tchèque,CZE,2020,7,2383,0,2441,-2.4
République tchèque,CZE,2020,7,2383,0,2441,-2.4
République tchèque,CZE,2020,8,2332,0,2455,-5
République tchèque,CZE,2020,8,2332,0,2455,-5
République tchèque,CZE,2020,9,2338,0,2430,-3.8
République tchèque,CZE,2020,9,2338,0,2430,-3.8
République tchèque,CZE,2020,10,2272,0,2424,-6.3
République tchèque,CZE,2020,10,2272,0,2424,-6.3
République tchèque,CZE,2020,11,2281,0,2341,-2.6
République tchèque,CZE,2020,11,2281,0,2341,-2.6
République tchèque,CZE,2020,12,2301,1,2264,1.6
République tchèque,CZE,2020,12,2301,1,2264,1.6
République tchèque,CZE,2020,13,2267,23,2193,3.4
République tchèque,CZE,2020,13,2267,23,2193,3.4
République tchèque,CZE,2020,14,2277,54,2150,5.9
République tchèque,CZE,2020,14,2277,54,2150,5.9
République tchèque,CZE,2020,15,NA,65,2118,NA
République tchèque,CZE,2020,16,NA,53,2037,NA
République tchèque,CZE,2020,17,NA,27,2090,NA
République tchèque,CZE,2020,18,NA,29,2024,NA
République tchèque,CZE,2020,19,NA,30,2032,NA
République tchèque,CZE,2020,20,NA,15,1981,NA
République tchèque,CZE,2020,21,NA,20,1985,NA
Allemagne,DEU,2016,1,18467,NA,19339,-4.5
Allemagne,DEU,2016,2,18439,NA,19593,-5.9
Allemagne,DEU,2016,3,18627,NA,19524,-4.6
Allemagne,DEU,2016,4,18707,NA,19855,-5.8
Allemagne,DEU,2016,5,18493,NA,20366,-9.2
Allemagne,DEU,2016,6,18541,NA,20319,-8.8
Allemagne,DEU,2016,7,18483,NA,20636,-10.4
Allemagne,DEU,2016,8,18475,NA,20988,-12
Allemagne,DEU,2016,9,18927,NA,21532,-12.1
Allemagne,DEU,2016,10,18888,NA,21288,-11.3
Allemagne,DEU,2016,11,18971,NA,20440,-7.2
Allemagne,DEU,2016,12,18826,NA,19555,-3.7
Allemagne,DEU,2016,13,18617,NA,18939,-1.7
Allemagne,DEU,2016,14,18245,NA,18480,-1.3
Allemagne,DEU,2016,15,17712,NA,17893,-1
Allemagne,DEU,2016,16,17536,NA,17548,-0.1
Allemagne,DEU,2016,17,17053,NA,17407,-2
Allemagne,DEU,2016,18,16901,NA,16961,-0.4
Allemagne,DEU,2016,19,17629,NA,17314,1.8
Allemagne,DEU,2016,20,16601,NA,16852,-1.5
Allemagne,DEU,2016,21,16286,NA,16580,-1.8
Allemagne,DEU,2016,22,16346,NA,16790,-2.6
Allemagne,DEU,2016,23,15799,NA,16446,-3.9
Allemagne,DEU,2016,24,15717,NA,15947,-1.4
Allemagne,DEU,2016,25,16910,NA,16538,2.2
Allemagne,DEU,2016,26,15699,NA,16550,-5.1
Allemagne,DEU,2016,27,16229,NA,16441,-1.3
Allemagne,DEU,2016,28,16172,NA,16026,0.9
Allemagne,DEU,2016,29,16985,NA,16764,1.3
Allemagne,DEU,2016,30,16157,NA,17542,-7.9
Allemagne,DEU,2016,31,15439,NA,17320,-10.9
Allemagne,DEU,2016,32,15487,NA,16562,-6.5
Allemagne,DEU,2016,33,16258,NA,16304,-0.3
Allemagne,DEU,2016,34,17147,NA,16461,4.2
Allemagne,DEU,2016,35,16101,NA,16442,-2.1
Allemagne,DEU,2016,36,16116,NA,16040,0.5
Allemagne,DEU,2016,37,16372,NA,16262,0.7
Allemagne,DEU,2016,38,15606,NA,16306,-4.3
Allemagne,DEU,2016,39,16336,NA,16603,-1.6
Allemagne,DEU,2016,40,16352,NA,16625,-1.6
Allemagne,DEU,2016,41,17427,NA,17376,0.3
Allemagne,DEU,2016,42,17599,NA,17229,2.1
Allemagne,DEU,2016,43,17586,NA,17120,2.7
Allemagne,DEU,2016,44,17580,NA,17143,2.5
Allemagne,DEU,2016,45,17782,NA,17616,0.9
Allemagne,DEU,2016,46,18591,NA,17780,4.6
Allemagne,DEU,2016,47,17911,NA,17954,-0.2
Allemagne,DEU,2016,48,18147,NA,18171,-0.1
Allemagne,DEU,2016,49,18793,NA,18678,0.6
Allemagne,DEU,2016,50,18885,NA,18606,1.5
Allemagne,DEU,2016,51,19376,NA,18978,2.1
Allemagne,DEU,2016,52,19744,NA,18621,6
Allemagne,DEU,2017,1,20918,NA,19339,8.2
Allemagne,DEU,2017,2,22070,NA,19593,12.6
Allemagne,DEU,2017,3,21236,NA,19524,8.8
Allemagne,DEU,2017,4,22083,NA,19855,11.2
Allemagne,DEU,2017,5,23640,NA,20366,16.1
Allemagne,DEU,2017,6,22745,NA,20319,11.9
Allemagne,DEU,2017,7,22683,NA,20636,9.9
Allemagne,DEU,2017,8,22267,NA,20988,6.1
Allemagne,DEU,2017,9,20930,NA,21532,-2.8
Allemagne,DEU,2017,10,19102,NA,21288,-10.3
Allemagne,DEU,2017,11,18665,NA,20440,-8.7
Allemagne,DEU,2017,12,17640,NA,19555,-9.8
Allemagne,DEU,2017,13,17731,NA,18939,-6.4
Allemagne,DEU,2017,14,17028,NA,18480,-7.9
Allemagne,DEU,2017,15,16901,NA,17893,-5.5
Allemagne,DEU,2017,16,16637,NA,17548,-5.2
Allemagne,DEU,2017,17,17634,NA,17407,1.3
Allemagne,DEU,2017,18,17129,NA,16961,1
Allemagne,DEU,2017,19,17343,NA,17314,0.2
Allemagne,DEU,2017,20,17079,NA,16852,1.3
Allemagne,DEU,2017,21,16451,NA,16580,-0.8
Allemagne,DEU,2017,22,16902,NA,16790,0.7
Allemagne,DEU,2017,23,15846,NA,16446,-3.6
Allemagne,DEU,2017,24,16087,NA,15947,0.9
Allemagne,DEU,2017,25,16819,NA,16538,1.7
Allemagne,DEU,2017,26,16076,NA,16550,-2.9
Allemagne,DEU,2017,27,16424,NA,16441,-0.1
Allemagne,DEU,2017,28,15603,NA,16026,-2.6
Allemagne,DEU,2017,29,16589,NA,16764,-1
Allemagne,DEU,2017,30,16058,NA,17542,-8.5
Allemagne,DEU,2017,31,16494,NA,17320,-4.8
Allemagne,DEU,2017,32,15784,NA,16562,-4.7
Allemagne,DEU,2017,33,16149,NA,16304,-1
Allemagne,DEU,2017,34,15880,NA,16461,-3.5
Allemagne,DEU,2017,35,16064,NA,16442,-2.3
Allemagne,DEU,2017,36,15707,NA,16040,-2.1
Allemagne,DEU,2017,37,16147,NA,16262,-0.7
Allemagne,DEU,2017,38,16505,NA,16306,1.2
